最寄の交通機関,最寄の駅又はバス停,駐輪場名,住所,原動機付自転車の駐車可否
ＪＲ函館線,琴似駅,琴似駅路上第1駐輪場,北海道札幌市西区琴似2条4丁目,50cc以下は可
ＪＲ函館線,琴似駅,琴似駅路上第2駐輪場,北海道札幌市西区琴似2条1丁目,50cc以下は可
ＪＲ函館線,琴似駅,琴似駅前駐輪場,北海道札幌市西区琴似2条1丁目,125cc以下は可
ＪＲ函館線,桑園駅,桑園駅第1駐輪場,北海道札幌市中央区北10条西15丁目,50cc以下は可
ＪＲ函館線,桑園駅,桑園駅第2駐輪場,北海道札幌市中央区北10条西15丁目,50cc以下は可
ＪＲ函館線,桑園駅,桑園駅高架下駐輪場,北海道札幌市中央区北10条西15丁目,50cc以下は可
ＪＲ函館線,札幌駅,札幌駅北口駐輪場,北海道札幌市北区北7条西3丁目,50cc以下は可
ＪＲ函館線,札幌駅,北6西1高架下駐輪場,北海道札幌市北区北6条西1丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西2東急前東駐輪場,北海道札幌市中央区北4条西2丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西3西駐輪場,北海道札幌市中央区北4条西3丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西5アスティ東駐輪場,北海道札幌市中央区北4条西5丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西3東駐輪場,北海道札幌市中央区北4条西3丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西5アスティ西駐輪場,北海道札幌市中央区北4条西5丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西2東急前西駐輪場,北海道札幌市中央区北4条西2丁目,50cc以下は可
ＪＲ函館線,札幌駅,北6西2高架下路上駐輪場,北海道札幌市北区北6条西2丁目,50cc以下は可
ＪＲ函館線,札幌駅,北5西1暫定駐輪場,北海道札幌市中央区北5条西1丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西1北農ビル前駐輪場,北海道札幌市中央区北4条西1丁目,50cc以下は可
ＪＲ函館線,札幌駅,北4西1共済ビル前駐輪場,北海道札幌市中央区北4条西1丁目,50cc以下は可
ＪＲ函館線,札幌駅,北5西6駐輪場,北海道札幌市中央区北5条西6丁目,50cc以下は可
ＪＲ函館線,札幌駅,札幌駅5・5駐輪場,北海道札幌市中央区北5条西5丁目,50cc以下は可
ＪＲ函館線,苗穂駅,苗穂駅駐輪場,北海道札幌市中央区北3条東13丁目,50cc以下は可
ＪＲ函館線,苗穂駅,苗穂駅増設駐輪場,北海道札幌市中央区北2条東14丁目,50cc以下は可
ＪＲ函館線,白石駅,JR白石駅北口第1駐輪場,北海道札幌市白石区北郷1条5丁目,125cc以下は可
ＪＲ函館線,白石駅,JR白石駅北口第2駐輪場,北海道札幌市白石区北郷1条5丁目,50cc以下は可
ＪＲ函館線,白石駅,JR白石駅北口第3駐輪場,北海道札幌市白石区北郷2条5丁目,125cc以下は可
ＪＲ函館線,白石駅,JR白石駅南口第1駐輪場,北海道札幌市白石区平和通4丁目北5,125cc以下は可
ＪＲ函館線,白石駅,JR白石駅南口第2駐輪場,北海道札幌市白石区平和通2丁目北3,50cc以下は可
ＪＲ函館線,厚別駅,厚別駅南口駐輪場,北海道札幌市厚別区厚別中央5条4丁目,125cc以下は可
ＪＲ函館線,厚別駅,厚別駅北口第2駐輪場,北海道札幌市厚別区厚別西1条2丁目,125cc以下は可
ＪＲ函館線,厚別駅,厚別駅北口仮設駐輪場,北海道札幌市厚別区厚別西1条2丁目,50cc以下は可
ＪＲ函館線,森林公園駅,森林公園西口第1駐輪場,北海道札幌市厚別区厚別北1条4丁目,50cc以下は可
ＪＲ函館線,森林公園駅,森林公園西口第2駐輪場,北海道札幌市厚別区厚別北1条4丁目,50cc以下は可
ＪＲ函館線,森林公園駅,森林公園東口第1駐輪場,北海道札幌市厚別区厚別東5条7丁目,50cc以下は可
ＪＲ函館線,森林公園駅,森林公園東口第2駐輪場,北海道札幌市厚別区厚別東5条8丁目,50cc以下は可
ＪＲ千歳線,平和駅,平和駅駐輪場,北海道札幌市白石区北郷1条12丁目,125cc以下は可
ＪＲ千歳線,平和駅,平和駅北郷駐輪場,北海道札幌市白石区北郷1条13丁目,50cc以下は可
ＪＲ千歳線,平和駅,平和駅柏山駐輪場,北海道札幌市白石区平和通17丁目北7,125cc以下は可
ＪＲ札沼線,八軒駅,八軒駅駐輪場,北海道札幌市西区八軒7条東2丁目,50cc以下は可
ＪＲ札沼線,新川駅,新川駅駐輪場,北海道札幌市北区新川4条2丁目,50cc以下は可
ＪＲ札沼線,新琴似駅,新琴似駅駐輪場,北海道札幌市北区新琴似8条2丁目,50cc以下は可
ＪＲ札沼線,太平駅,太平駅東区側駐輪場,北海道札幌市東区北51条東6丁目,50cc以下は可
ＪＲ札沼線,太平駅,太平駅北区側駐輪場,北海道札幌市北区太平2条5丁目,125cc以下は可
ＪＲ札沼線,百合が原駅,百合が原駅第2駐輪場,北海道札幌市北区太平8条7丁目,50cc以下は可
ＪＲ札沼線,百合が原駅,百合が原駅第3駐輪場,北海道札幌市北区太平7条7丁目,125cc以下は可
ＪＲ札沼線,百合が原駅,百合が原駅第4駐輪場,北海道札幌市北区太平8条7丁目,50cc以下は可
ＪＲ札沼線,篠路駅,篠路駅ＪＲ第1駐輪場,北海道札幌市北区篠路4条7丁目,50cc以下は可
ＪＲ札沼線,篠路駅,篠路駅西口駐輪場,北海道札幌市北区篠路4条7丁目,50cc以下は可
ＪＲ札沼線,拓北駅,拓北駅路上駐輪場,北海道札幌市北区拓北6条3丁目,50cc以下は可
ＪＲ札沼線,拓北駅,拓北駅ＪＲ駐輪場,北海道札幌市北区拓北6条3丁目,50cc以下は可
ＪＲ札沼線,拓北駅,拓北駅南口第1駐輪場,北海道札幌市北区拓北5条3丁目,50cc以下は可
ＪＲ札沼線,拓北駅,拓北駅南口第2駐輪場,北海道札幌市北区拓北5条3丁目,50cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅第1駐輪場,北海道札幌市北区あいの里1条5丁目,50cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅第2駐輪場,北海道札幌市北区あいの里1条5丁目,125cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅第3駐輪場,北海道札幌市北区あいの里1条6丁目,125cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅前駐輪場,北海道札幌市北区あいの里1条5丁目,125cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅南第1駐輪場,北海道札幌市北区あいの里1条5丁目,125cc以下は可
ＪＲ札沼線,あいの里教育大駅,あいの里教育大駅南第2駐輪場,北海道札幌市北区南あいの里6丁目,125cc以下は可
ＪＲ札沼線,あいの里公園駅,あいの里公園駐輪場,北海道札幌市北区あいの里2条8丁目,125cc以下は可
ＪＲ札沼線,あいの里公園駅,あいの里公園（暫定）駐輪場,北海道札幌市北区あいの里2条8丁目,50cc以下は可
