都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
353213,1,山口県,和木町,蜂ヶ峯総合公園,ハチガミネソウゴウコウエン,,,山口県和木町大字瀬田紺屋作260-1,,34.193189,132.221302,,,,,,,大自然に囲まれた町民の憩いの場であり、山口県内最大級の180種４０００株が咲き誇るバラ園がある。このバラ園は、５月中旬～６月中旬、10月に見頃を迎えます。,,JR山陽本線和木駅から、タクシーまたはバスで約10分,あり,多目的トイレ;車椅子貸出あり,一般財団法人 和木町蜂ヶ峯総合公園管理協会,(0827)52-3751,,,,https://www.hachigamine-grand-park.com/,
