市区町村コード,No,都道府県名,市区町村名,観光施設名称,観光施設名称カナ,施設の説明,所在地（住所）,,,営業時間,休館日,料金情報,電話番号,駐車場情報,備考,,
,,,,,,,,,,,,,,
45208,1,宮崎県,西都市,西都原ガイダンスセンターこのはな館,サイトバルガイダンスセンターコノハナカン,特別史跡西都原古墳群の中心にあり、古墳群の案内や観光情報の提供、地場産品の販売やレストランなど多彩なサービス機能を備えています。,西都市大字三宅4941番地1,,"開館時間　9:00〜17:00
営業時間　10:00〜17:00
レストラン　11:00〜15:00","毎週月曜日（国民の祝日の場合翌日）
12月27日〜1月1日",入館無料,0983-43-6230,"700台
身障者専用6台
大型バス6台",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
